country_name,avg_salary,avg_performance_rating,avg_total_sales
Lumeria,105789.43,3.54,29729.83
Lumeria,105789.43,3.54,29729.83
Lumeria,105789.43,3.54,29729.83
Lumeria,105789.43,3.54,29729.83
Lumeria,105789.43,3.54,29729.83
Lumeria,105789.43,3.54,29729.83
Lumeria,105789.43,3.54,29729.83
Lumeria,105789.43,3.54,29729.83
Lumeria,105789.43,3.54,29729.83
Lumeria,105789.43,3.54,29729.83
Lumeria,105789.43,3.54,29729.83
Lumeria,105789.43,3.54,29729.83
Lumeria,105789.43,3.54,29729.83
Lumeria,105789.43,3.54,29729.83
Nirvon,109744.48,3.48,41537.18
Nirvon,109744.48,3.48,41537.18
Nirvon,109744.48,3.48,41537.18
Nirvon,109744.48,3.48,41537.18
Nirvon,109744.48,3.48,41537.18
Nirvon,109744.48,3.48,41537.18
Nirvon,109744.48,3.48,41537.18
Nirvon,109744.48,3.48,41537.18
Nirvon,109744.48,3.48,41537.18
Nirvon,109744.48,3.48,41537.18
Nirvon,109744.48,3.48,41537.18
Nirvon,109744.48,3.48,41537.18
Nirvon,109744.48,3.48,41537.18
Nirvon,109744.48,3.48,41537.18
Nirvon,109744.48,3.48,41537.18
Nirvon,109744.48,3.48,41537.18
Nirvon,109744.48,3.48,41537.18
Nirvon,109744.48,3.48,41537.18
Nirvon,109744.48,3.48,41537.18
Nirvon,109744.48,3.48,41537.18
Nirvon,109744.48,3.48,41537.18
Nirvon,109744.48,3.48,41537.18
Nirvon,109744.48,3.48,41537.18
Nirvon,109744.48,3.48,41537.18
Nirvon,109744.48,3.48,41537.18
Nirvon,109744.48,3.48,41537.18
Nirvon,109744.48,3.48,41537.18
Nirvon,109744.48,3.48,41537.18
Nirvon,109744.48,3.48,41537.18
Nirvon,109744.48,3.48,41537.18
Nirvon,109744.48,3.48,41537.18
Nirvon,109744.48,3.48,41537.18
Nirvon,109744.48,3.48,41537.18
Nirvon,109744.48,3.48,41537.18
Nirvon,109744.48,3.48,41537.18
Nirvon,109744.48,3.48,41537.18
Nirvon,109744.48,3.48,41537.18
Nirvon,109744.48,3.48,41537.18
Nirvon,109744.48,3.48,41537.18
Nirvon,109744.48,3.48,41537.18
Nirvon,109744.48,3.48,41537.18
Nirvon,109744.48,3.48,41537.18
Nirvon,109744.48,3.48,41537.18
Nirvon,109744.48,3.48,41537.18
Nirvon,109744.48,3.48,41537.18
Nirvon,109744.48,3.48,41537.18
Nirvon,109744.48,3.48,41537.18
Nirvon,109744.48,3.48,41537.18
Nirvon,109744.48,3.48,41537.18
Nirvon,109744.48,3.48,41537.18
Nirvon,109744.48,3.48,41537.18
Nirvon,109744.48,3.48,41537.18
Nirvon,109744.48,3.48,41537.18
Nirvon,109744.48,3.48,41537.18
Nirvon,109744.48,3.48,41537.18
Nirvon,109744.48,3.48,41537.18
Nirvon,109744.48,3.48,41537.18
Nirvon,109744.48,3.48,41537.18
Nirvon,109744.48,3.48,41537.18
Nirvon,109744.48,3.48,41537.18
Nirvon,109744.48,3.48,41537.18
Nirvon,109744.48,3.48,41537.18
Nirvon,109744.48,3.48,41537.18
Nirvon,109744.48,3.48,41537.18
Nirvon,109744.48,3.48,41537.18
Nirvon,109744.48,3.48,41537.18
Nirvon,109744.48,3.48,41537.18
Nirvon,109744.48,3.48,41537.18
Nirvon,109744.48,3.48,41537.18
Nirvon,109744.48,3.48,41537.18
Nirvon,109744.48,3.48,41537.18
Nirvon,109744.48,3.48,41537.18
Nirvon,109744.48,3.48,41537.18
Nirvon,109744.48,3.48,41537.18
Nirvon,109744.48,3.48,41537.18
Nirvon,109744.48,3.48,41537.18
Utopia,104876.26,3.40,23870.36
Utopia,104876.26,3.40,23870.36
Utopia,104876.26,3.40,23870.36
Utopia,104876.26,3.40,23870.36
Utopia,104876.26,3.40,23870.36
Utopia,104876.26,3.40,23870.36
Utopia,104876.26,3.40,23870.36
Utopia,104876.26,3.40,23870.36
Utopia,104876.26,3.40,23870.36
Utopia,104876.26,3.40,23870.36
Utopia,104876.26,3.40,23870.36
Utopia,104876.26,3.40,23870.36
Utopia,104876.26,3.40,23870.36
Utopia,104876.26,3.40,23870.36
Utopia,104876.26,3.40,23870.36
Utopia,104876.26,3.40,23870.36
Utopia,104876.26,3.40,23870.36
Utopia,104876.26,3.40,23870.36
Utopia,104876.26,3.40,23870.36
Utopia,104876.26,3.40,23870.36
Utopia,104876.26,3.40,23870.36
Utopia,104876.26,3.40,23870.36
Utopia,104876.26,3.40,23870.36
Utopia,104876.26,3.40,23870.36
Utopia,104876.26,3.40,23870.36
Utopia,104876.26,3.40,23870.36
Utopia,104876.26,3.40,23870.36
Utopia,104876.26,3.40,23870.36
Utopia,104876.26,3.40,23870.36
Utopia,104876.26,3.40,23870.36
Utopia,104876.26,3.40,23870.36
Utopia,104876.26,3.40,23870.36
Utopia,104876.26,3.40,23870.36
Utopia,104876.26,3.40,23870.36
Utopia,104876.26,3.40,23870.36
Utopia,104876.26,3.40,23870.36
Utopia,104876.26,3.40,23870.36
Utopia,104876.26,3.40,23870.36
Utopia,104876.26,3.40,23870.36
Utopia,104876.26,3.40,23870.36
Utopia,104876.26,3.40,23870.36
Utopia,104876.26,3.40,23870.36
Utopia,104876.26,3.40,23870.36
Utopia,104876.26,3.40,23870.36
Utopia,104876.26,3.40,23870.36
Utopia,104876.26,3.40,23870.36
Utopia,104876.26,3.40,23870.36
Utopia,104876.26,3.40,23870.36
Utopia,104876.26,3.40,23870.36
Utopia,104876.26,3.40,23870.36
Utopia,104876.26,3.40,23870.36
Utopia,104876.26,3.40,23870.36
Utopia,104876.26,3.40,23870.36
Utopia,104876.26,3.40,23870.36
Utopia,104876.26,3.40,23870.36
Utopia,104876.26,3.40,23870.36
Utopia,104876.26,3.40,23870.36
Utopia,104876.26,3.40,23870.36
Utopia,104876.26,3.40,23870.36
Vantor,103246.39,3.15,32074.66
Vantor,103246.39,3.15,32074.66
Vantor,103246.39,3.15,32074.66
Vantor,103246.39,3.15,32074.66
Vantor,103246.39,3.15,32074.66
Vantor,103246.39,3.15,32074.66
Vantor,103246.39,3.15,32074.66
Vantor,103246.39,3.15,32074.66
Vantor,103246.39,3.15,32074.66
Vantor,103246.39,3.15,32074.66
Vantor,103246.39,3.15,32074.66
Vantor,103246.39,3.15,32074.66
Vantor,103246.39,3.15,32074.66
Vantor,103246.39,3.15,32074.66
Vantor,103246.39,3.15,32074.66
Vantor,103246.39,3.15,32074.66
Vantor,103246.39,3.15,32074.66
Vantor,103246.39,3.15,32074.66
Vantor,103246.39,3.15,32074.66
Vantor,103246.39,3.15,32074.66
Vantor,103246.39,3.15,32074.66
Vantor,103246.39,3.15,32074.66
Vantor,103246.39,3.15,32074.66
Vantor,103246.39,3.15,32074.66
Vantor,103246.39,3.15,32074.66
Vantor,103246.39,3.15,32074.66
Vantor,103246.39,3.15,32074.66
Vantor,103246.39,3.15,32074.66
Vantor,103246.39,3.15,32074.66
Vantor,103246.39,3.15,32074.66
Vantor,103246.39,3.15,32074.66
Vantor,103246.39,3.15,32074.66
Vantor,103246.39,3.15,32074.66
Vantor,103246.39,3.15,32074.66
Vantor,103246.39,3.15,32074.66
Vantor,103246.39,3.15,32074.66
Vantor,103246.39,3.15,32074.66
Vantor,103246.39,3.15,32074.66
Vantor,103246.39,3.15,32074.66
Vantor,103246.39,3.15,32074.66
Vantor,103246.39,3.15,32074.66
Vantor,103246.39,3.15,32074.66
Vantor,103246.39,3.15,32074.66
Vantor,103246.39,3.15,32074.66
Vantor,103246.39,3.15,32074.66
Vantor,103246.39,3.15,32074.66
Vantor,103246.39,3.15,32074.66
Vantor,103246.39,3.15,32074.66
Vantor,103246.39,3.15,32074.66
Vantor,103246.39,3.15,32074.66
Vantor,103246.39,3.15,32074.66
Vantor,103246.39,3.15,32074.66
Vantor,103246.39,3.15,32074.66
Vantor,103246.39,3.15,32074.66
Vantor,103246.39,3.15,32074.66
Vantor,103246.39,3.15,32074.66
Vantor,103246.39,3.15,32074.66
Vantor,103246.39,3.15,32074.66
Vantor,103246.39,3.15,32074.66
Vantor,103246.39,3.15,32074.66
Vantor,103246.39,3.15,32074.66
Vantor,103246.39,3.15,32074.66
Vantor,103246.39,3.15,32074.66
Vantor,103246.39,3.15,32074.66
Vantor,103246.39,3.15,32074.66
Vantor,103246.39,3.15,32074.66
Vantor,103246.39,3.15,32074.66
Vantor,103246.39,3.15,32074.66
Vantor,103246.39,3.15,32074.66
Vantor,103246.39,3.15,32074.66
Vantor,103246.39,3.15,32074.66
Xentara,105508.19,3.40,26670.61
Xentara,105508.19,3.40,26670.61
Xentara,105508.19,3.40,26670.61
Xentara,105508.19,3.40,26670.61
Xentara,105508.19,3.40,26670.61
Xentara,105508.19,3.40,26670.61
Xentara,105508.19,3.40,26670.61
Xentara,105508.19,3.40,26670.61
Xentara,105508.19,3.40,26670.61
Xentara,105508.19,3.40,26670.61
Xentara,105508.19,3.40,26670.61
Xentara,105508.19,3.40,26670.61
Xentara,105508.19,3.40,26670.61
Xentara,105508.19,3.40,26670.61
Xentara,105508.19,3.40,26670.61
Xentara,105508.19,3.40,26670.61
Xentara,105508.19,3.40,26670.61
Xentara,105508.19,3.40,26670.61
Xentara,105508.19,3.40,26670.61
Xentara,105508.19,3.40,26670.61
Xentara,105508.19,3.40,26670.61
Xentara,105508.19,3.40,26670.61
Xentara,105508.19,3.40,26670.61
Xentara,105508.19,3.40,26670.61
Xentara,105508.19,3.40,26670.61
Xentara,105508.19,3.40,26670.61
Xentara,105508.19,3.40,26670.61
Xentara,105508.19,3.40,26670.61
Xentara,105508.19,3.40,26670.61
Xentara,105508.19,3.40,26670.61
Xentara,105508.19,3.40,26670.61
Xentara,105508.19,3.40,26670.61
Xentara,105508.19,3.40,26670.61
Xentara,105508.19,3.40,26670.61
Xentara,105508.19,3.40,26670.61
Xentara,105508.19,3.40,26670.61
Xentara,105508.19,3.40,26670.61
Xentara,105508.19,3.40,26670.61
Xentara,105508.19,3.40,26670.61
Xentara,105508.19,3.40,26670.61
Xentara,105508.19,3.40,26670.61
Xentara,105508.19,3.40,26670.61
Xentara,105508.19,3.40,26670.61
Xentara,105508.19,3.40,26670.61
Xentara,105508.19,3.40,26670.61
Xentara,105508.19,3.40,26670.61
Xentara,105508.19,3.40,26670.61
Xentara,105508.19,3.40,26670.61
Xentara,105508.19,3.40,26670.61
Xentara,105508.19,3.40,26670.61
Xentara,105508.19,3.40,26670.61
Xentara,105508.19,3.40,26670.61
Xentara,105508.19,3.40,26670.61
Xentara,105508.19,3.40,26670.61
Xentara,105508.19,3.40,26670.61
Xentara,105508.19,3.40,26670.61
Xentara,105508.19,3.40,26670.61
Xentara,105508.19,3.40,26670.61
Xentara,105508.19,3.40,26670.61
Xentara,105508.19,3.40,26670.61
Xentara,105508.19,3.40,26670.61
Xentara,105508.19,3.40,26670.61
Xentara,105508.19,3.40,26670.61
Xentara,105508.19,3.40,26670.61
Xentara,105508.19,3.40,26670.61
Xentara,105508.19,3.40,26670.61
Zebronia,105765.05,3.44,35966.74
Zebronia,105765.05,3.44,35966.74
Zebronia,105765.05,3.44,35966.74
Zebronia,105765.05,3.44,35966.74
Zebronia,105765.05,3.44,35966.74
Zebronia,105765.05,3.44,35966.74
Zebronia,105765.05,3.44,35966.74
Zebronia,105765.05,3.44,35966.74
Zebronia,105765.05,3.44,35966.74
Zebronia,105765.05,3.44,35966.74
Zebronia,105765.05,3.44,35966.74
Zebronia,105765.05,3.44,35966.74
Zebronia,105765.05,3.44,35966.74
Zebronia,105765.05,3.44,35966.74
Zebronia,105765.05,3.44,35966.74
Zebronia,105765.05,3.44,35966.74
Zebronia,105765.05,3.44,35966.74
Zebronia,105765.05,3.44,35966.74
Zebronia,105765.05,3.44,35966.74
Zebronia,105765.05,3.44,35966.74
Zebronia,105765.05,3.44,35966.74
Zebronia,105765.05,3.44,35966.74
Zebronia,105765.05,3.44,35966.74
Zebronia,105765.05,3.44,35966.74
Zebronia,105765.05,3.44,35966.74
Zebronia,105765.05,3.44,35966.74
Zebronia,105765.05,3.44,35966.74
Zebronia,105765.05,3.44,35966.74
Zebronia,105765.05,3.44,35966.74
Zebronia,105765.05,3.44,35966.74
Zebronia,105765.05,3.44,35966.74
Zebronia,105765.05,3.44,35966.74
Zebronia,105765.05,3.44,35966.74
Zebronia,105765.05,3.44,35966.74
Zebronia,105765.05,3.44,35966.74
Zebronia,105765.05,3.44,35966.74
Zebronia,105765.05,3.44,35966.74
Zebronia,105765.05,3.44,35966.74
Zebronia,105765.05,3.44,35966.74
Zebronia,105765.05,3.44,35966.74
Zebronia,105765.05,3.44,35966.74
Zebronia,105765.05,3.44,35966.74
Zebronia,105765.05,3.44,35966.74
Zebronia,105765.05,3.44,35966.74
Zebronia,105765.05,3.44,35966.74
Zebronia,105765.05,3.44,35966.74
Zebronia,105765.05,3.44,35966.74
Zebronia,105765.05,3.44,35966.74
Zebronia,105765.05,3.44,35966.74
Zebronia,105765.05,3.44,35966.74
Zebronia,105765.05,3.44,35966.74
Zebronia,105765.05,3.44,35966.74
Zebronia,105765.05,3.44,35966.74
Zebronia,105765.05,3.44,35966.74
Zebronia,105765.05,3.44,35966.74
Zebronia,105765.05,3.44,35966.74
Zebronia,105765.05,3.44,35966.74
Zebronia,105765.05,3.44,35966.74
Zebronia,105765.05,3.44,35966.74
Zebronia,105765.05,3.44,35966.74
Zebronia,105765.05,3.44,35966.74
Zebronia,105765.05,3.44,35966.74
Zebronia,105765.05,3.44,35966.74
Zebronia,105765.05,3.44,35966.74
Zebronia,105765.05,3.44,35966.74
Zebronia,105765.05,3.44,35966.74
Zebronia,105765.05,3.44,35966.74
Zebronia,105765.05,3.44,35966.74
Zebronia,105765.05,3.44,35966.74
Zebronia,105765.05,3.44,35966.74
Zebronia,105765.05,3.44,35966.74
Zebronia,105765.05,3.44,35966.74
Zebronia,105765.05,3.44,35966.74
Zebronia,105765.05,3.44,35966.74
Zebronia,105765.05,3.44,35966.74
Zebronia,105765.05,3.44,35966.74
Zebronia,105765.05,3.44,35966.74
Zebronia,105765.05,3.44,35966.74
Zebronia,105765.05,3.44,35966.74
Zebronia,105765.05,3.44,35966.74
Zebronia,105765.05,3.44,35966.74
Zebronia,105765.05,3.44,35966.74
Zebronia,105765.05,3.44,35966.74
Zebronia,105765.05,3.44,35966.74
Zebronia,105765.05,3.44,35966.74
